Sex,Age,Race,Number,Home,Zone,Ext,Obs,Shy,Calm,Frightened,Intelligent,Vigilant,Persevering,Affectionate,Friendly,Solitary,Brutal,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBird,PredMamm
1.0,0.0,6,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0
1.0,1.0,6,2.0,1.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,0.0,0.0
1.0,1.0,6,4.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
1.0,2.0,6,1.0,2.0,0.0,0.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0
1.0,2.0,6,2.0,2.0,2.0,0.0,1.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0
1.0,1.0,6,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,0.0,4.0
0.0,1.0,6,3.0,3.0,1.0,0.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0
0.0,1.0,6,0.0,3.0,1.0,0.0,2.0,5.0,5.0,2.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,0.0,0.0
1.0,1.0,6,1.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,0.0,0.0
0.0,1.0,6,2.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,5.0,1.0,3.0,0.0,0.0
0.0,2.0,6,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0
1.0,3.0,6,1.0,1.0,0.0,1.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0
0.0,3.0,6,1.0,1.0,0.0,1.0,2.0,1.0,5.0,1.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,3.0,5.0,3.0,2.0,0.0,0.0
1.0,3.0,6,1.0,2.0,1.0,0.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0
1.0,1.0,6,1.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
1.0,2.0,6,1.0,2.0,2.0,0.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,0.0,0.0
0.0,0.0,6,0.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0
0.0,1.0,6,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,0.0,0.0
1.0,1.0,6,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0
0.0,1.0,6,1.0,3.0,0.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0
0.0,1.0,6,3.0,3.0,1.0,0.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0
1.0,3.0,6,2.0,1.0,2.0,0.0,2.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0
0.0,1.0,6,2.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0
1.0,3.0,6,2.0,2.0,2.0,0.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,0.0,0.0
1.0,2.0,6,1.0,1.0,2.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0
0.0,1.0,6,1.0,1.0,0.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0
1.0,1.0,6,1.0,2.0,0.0,1.0,2.0,3.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,0.0,1.0
1.0,1.0,6,2.0,1.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,1.0,0.0
1.0,2.0,6,1.0,3.0,1.0,0.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,0.0,0.0
0.0,1.0,6,1.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0
1.0,1.0,6,1.0,1.0,0.0,0.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0
1.0,3.0,6,1.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0
1.0,1.0,6,0.0,3.0,1.0,0.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0
1.0,1.0,6,2.0,2.0,0.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,3.0,5.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0
1.0,1.0,6,1.0,2.0,1.0,0.0,2.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,1.0,3.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0
1.0,1.0,6,2.0,3.0,1.0,0.0,1.0,3.0,5.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,4.0,1.0,4.0,4.0,3.0,0.0,0.0
1.0,0.0,6,2.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0
1.0,1.0,6,1.0,1.0,0.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0
1.0,3.0,6,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0
0.0,2.0,6,2.0,3.0,2.0,0.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0
1.0,2.0,6,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0
1.0,1.0,6,2.0,3.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0
1.0,1.0,6,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0
1.0,0.0,6,1.0,1.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0
1.0,1.0,6,2.0,2.0,0.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0
1.0,1.0,6,1.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0
0.0,1.0,6,2.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0
0.0,3.0,6,1.0,1.0,0.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0
1.0,1.0,6,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0
1.0,2.0,6,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0
0.0,0.0,6,1.0,1.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0
1.0,1.0,6,1.0,3.0,2.0,0.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,5.0,5.0,3.0,0.0,0.0,0.0
1.0,1.0,6,1.0,3.0,2.0,0.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0
1.0,2.0,6,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0
0.0,3.0,6,2.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0
1.0,0.0,6,1.0,2.0,0.0,1.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,0.0
1.0,1.0,6,3.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,5.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0
0.0,1.0,6,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0
0.0,3.0,6,0.0,3.0,1.0,0.0,3.0,1.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0
0.0,3.0,6,1.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,1.0,0.0
0.0,3.0,6,2.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0
0.0,2.0,6,2.0,2.0,1.0,0.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0
0.0,1.0,6,2.0,3.0,1.0,0.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,0.0,0.0
0.0,1.0,6,2.0,2.0,2.0,0.0,3.0,1.0,5.0,1.0,4.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0
0.0,1.0,6,2.0,3.0,1.0,0.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
1.0,1.0,6,1.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,0.0,0.0
0.0,3.0,6,4.0,3.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,0.0,0.0
0.0,1.0,6,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0
0.0,2.0,6,1.0,2.0,1.0,0.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0
1.0,1.0,6,1.0,1.0,0.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,1.0,0.0
1.0,2.0,6,1.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,0.0,0.0
1.0,1.0,6,1.0,1.0,2.0,0.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,0.0,0.0
1.0,2.0,6,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0
1.0,0.0,6,1.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
0.0,0.0,6,1.0,3.0,2.0,1.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0
1.0,0.0,6,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0
1.0,2.0,6,1.0,2.0,0.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,0.0,0.0
1.0,3.0,6,4.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,0.0,1.0
1.0,1.0,6,2.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0
0.0,1.0,6,3.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0
0.0,2.0,6,1.0,1.0,0.0,0.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,0.0,0.0
0.0,3.0,6,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0
0.0,1.0,6,3.0,3.0,1.0,1.0,3.0,1.0,5.0,2.0,5.0,2.0,2.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,3.0,0.0,0.0
0.0,1.0,6,2.0,3.0,1.0,0.0,2.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,5.0,0.0,0.0,1.0
0.0,0.0,6,1.0,1.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,0.0,0.0
0.0,0.0,6,1.0,3.0,1.0,0.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,0.0,0.0
1.0,0.0,6,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0
1.0,1.0,6,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0
0.0,1.0,6,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0
0.0,0.0,6,2.0,0.0,0.0,0.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0
1.0,1.0,6,4.0,2.0,0.0,0.0,2.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0
1.0,1.0,6,1.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0
0.0,1.0,6,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0
0.0,1.0,6,1.0,3.0,1.0,0.0,2.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,0.0,0.0
0.0,1.0,6,2.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0
0.0,1.0,6,2.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,0.0,0.0
1.0,1.0,6,1.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,0.0,0.0
0.0,1.0,6,3.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0
0.0,1.0,6,3.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0
1.0,1.0,6,5.0,3.0,2.0,1.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,0.0,0.0
1.0,3.0,7,2.0,3.0,1.0,0.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0
0.0,0.0,7,2.0,2.0,0.0,0.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0
0.0,3.0,7,4.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,1.0,4.0,3.0,0.0,0.0
1.0,0.0,7,4.0,3.0,1.0,0.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,0.0,0.0
1.0,0.0,7,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0
1.0,1.0,7,1.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0
0.0,2.0,7,1.0,3.0,1.0,0.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0
1.0,1.0,7,0.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
0.0,2.0,7,1.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,0.0,0.0
0.0,3.0,7,0.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,5.0,3.0,5.0,3.0,3.0,0.0,0.0
0.0,0.0,7,1.0,1.0,0.0,0.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0
1.0,1.0,7,2.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0
0.0,1.0,7,1.0,1.0,0.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0
1.0,1.0,7,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0
0.0,1.0,7,1.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0
0.0,1.0,7,4.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0
1.0,3.0,7,2.0,1.0,0.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0
1.0,3.0,7,2.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,2.0,0.0,0.0
0.0,2.0,7,2.0,2.0,1.0,0.0,0.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0
1.0,1.0,7,3.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,0.0,0.0
1.0,1.0,7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,2.0,0.0,0.0
0.0,3.0,7,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,5.0,4.0,4.0,2.0,0.0,1.0
1.0,3.0,7,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,2.0,0.0,1.0
0.0,3.0,7,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,0.0,0.0
0.0,1.0,7,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
0.0,1.0,7,5.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0
1.0,0.0,7,1.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0
1.0,2.0,7,2.0,2.0,0.0,2.0,2.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
1.0,2.0,7,2.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0
1.0,3.0,7,1.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0
1.0,2.0,7,0.0,3.0,0.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0
0.0,1.0,7,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0
0.0,0.0,7,1.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0
1.0,2.0,7,1.0,1.0,0.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,0.0,1.0
1.0,1.0,7,3.0,2.0,0.0,0.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0
0.0,1.0,7,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0
